searchValue,createBy,createByName,createTime,createHourNum,updateBy,updateByName,updateTime,remark,params,isActive,errMessage,earNumForOpr,id,farmCode,cowUniqid,earNum,cowHealthStatus,lactation,fertilityStatus,recentEstrusDate,recentExaminationDate,isEstrusNoinsem,recentInsemDate,recentDiseaseDate,inseminationTimes,frozenSpermNum,recentDryDate,recentCalvingDate,forbidReason,recentAbortionDate,entryDate,insemType,cowNum,entryType,movePreFarmCode,exitDate,exitType,penCode,purpose,flagOne,flagTwo,recentForbidDate,electronicEartag,collarNum,examinationTimes,milkStatus,recentCancelForbidDate,firstInsemLactationDate,firstInsemDate,weanedCalfDate,firstCalvingDate,lastMilkDays,diseasePenDate,blindDate,blindArea,lastTransfertoPerinatalDate,transfertoPerinatalDate,pedometer,embryoNum,initCowstatusDate,recentFixCowstatusDate,living,penName,cowType,dayAge,monthAge,calvingDays,milkDays,pregnancyDays,insemDays,dryDays,dueDryDate,toDryDays,dueDate,dueDays,isForbid,firstInsemLactationDays,firstInsemMonthAge,abortionDays,birthday,sex,cultivar,fatherNum,motherNum,motherCowUniqid,birthFarmCode,weanedCalfDays,firstCalvingMonthAge,milkTotalMonthAge,estrusDays,diseasePenDays,transfertoPerinatalDays,lastTransfertoPerinatalDays,isExist,stopsDays,resistanceDays,partitePenCode,milkYieldOne,deliveryDateOne,milkYieldTwo,deliveryDateTwo,milkYieldThree,deliveryDateThree,milkYieldFour,deliveryDateFour,grandFather,grandPa,purchased,grandMother,grandMa,isCore,coreDate,paramsVerify
,10042,,2025-05-08 15:57:26,4992,,,2025-10-15 10:17:55,,{},1,,,26747761,10042,cow17466910459273312367,25020552,CHS01,0,FS001,,,,,,0,,,,,,2025-05-07 17:30:12,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,210,6.91,,,,,,,,,,False,,,,2025-05-07 17:30:12,0,CC002,551HO04599,341329,cow17018452262832090814,10042,69,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-07 18:32:09,5013,,,2025-10-15 10:17:55,,{},1,,,26747060,10042,cow17466139291863311742,25020539,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,324455,cow17018452261332083766,10042,71,,,,,,,1,,,604,,,,,,,,,,629HO18852,否,,,,,
,10042,,2025-05-07 18:32:08,5013,,,2025-10-15 10:17:55,,{},1,,,26747059,10042,cow17466139282863311741,25020538,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,340127,cow17018452262432084240,10042,71,,,,,,,1,,,604,,,,,,,,,,507HO14229,否,,,,,
,10042,,2025-05-07 18:32:06,5013,,,2025-10-15 10:17:55,,{},1,,,26747057,10042,cow17466139264433311739,25020551,CHS01,0,FS001,,,,,,0,,,,,,2025-05-06 20:58:26,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,211,6.94,,,,,,,,,,False,,,,2025-05-06 20:58:26,0,CC002,551HO04599,347259,cow17018452263602091157,10042,70,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-07 18:32:03,5013,,,2025-10-15 10:17:55,,{},1,,,26747055,10042,cow17466139228113311737,25020536,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,029HO20730,347749,cow17018452263952091305,10042,71,,,,,,,1,,,604,,,,,,,,,,551HO04588,否,,,,,
,10042,,2025-05-07 18:32:01,5013,,,2025-10-15 10:17:55,,{},1,,,26747054,10042,cow17466139210383311734,25020544,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,359161,cow17018452264722091642,10042,71,,,,,,,1,,,604,,,,,,,,,,629HO18852,否,,,,,
,10042,,2025-05-07 18:31:59,5013,,,2025-10-15 10:17:55,,{},1,,,26747052,10042,cow17466139191153311732,25020537,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,299888,cow17018452261192083708,10042,71,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-07 18:31:58,5013,,,2025-10-15 10:17:55,,{},1,,,26747051,10042,cow17466139174293311731,25020545,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,86369,cow17018452267712092954,10042,71,,,,,,,1,,,604,,,,,,,,,,507HO14229,否,,,,,
,10042,,2025-05-07 18:31:56,5013,,,2025-10-15 10:17:55,,{},1,,,26747050,10042,cow17466139158443311730,25020548,CHS01,0,FS001,,,,,,0,,,,,,2025-05-06 20:58:26,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,211,6.94,,,,,,,,,,False,,,,2025-05-06 20:58:26,0,CC002,551HO04599,339807,cow17018452262272084185,10042,70,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-07 18:31:54,5013,,,2025-10-15 10:17:55,,{},1,,,26747048,10042,cow17466139138173311728,25020540,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,85823,cow17018452267582092895,10042,71,,,,,,,1,,,604,,,,,,,,,,551HO03529,否,,,,,
,10042,,2025-05-07 18:31:51,5013,,,2025-10-15 10:17:55,,{},1,,,26747046,10042,cow17466139117443311726,25020542,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,359488,cow17018452265152091831,10042,71,,,,,,,1,,,604,,,,,,,,,,507HO15861,否,,,,,
,10042,,2025-05-07 18:31:49,5013,,,2025-10-15 10:17:55,,{},1,,,26747044,10042,cow17466139092743311723,25020541,CHS01,0,FS001,,,,,,0,,,,,,2025-05-05 16:05:38,IT001,,EN003,,,,604,CP001,,,,,,,LS003,,,,2025-07-14 19:11:11,,,,,,,,,,,,True,604,CT003,212,6.97,,,,,,,,,,False,,,,2025-05-05 16:05:38,0,CC002,551HO04599,359636,cow17018452265342091919,10042,71,,,,,,,1,,,604,,,,,,,,,,507HO14229,否,,,,,
